Location,Carpet Area,Transaction,Furnishing,Bathroom,Balcony,BHK,FlatFloor,TotalFloors,ParkingNumbers,Parking Type,SalePrice(in Crores),state
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,2.0,2.0,11.0,13.0,1,Covered,0.597,Gujarat
Ahmedabad,877.0,Resale,Unfurnished,2.0,1.0,2.0,4.0,12.0,1,Covered,0.52,Gujarat
Ahmedabad,1400.0,Resale,Furnished,3.0,1.0,3.0,4.0,10.0,2,Covered,2.1,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,3.0,2.0,3.0,3.0,5.0,0,Not Available,0.65,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,3.0,2.0,2.0,5.0,0,Not Available,0.45,Gujarat
Ahmedabad,700.0,Resale,Semi-Furnished,2.0,2.0,2.0,5.0,17.0,1,Covered,0.55,Gujarat
Ahmedabad,604.0,Resale,Unfurnished,2.0,1.0,2.0,4.178516216431588,8.257887013939838,1,Covered,0.34,Gujarat
Ahmedabad,1215.0,New Property,Unfurnished,3.0,1.0,3.0,8.0,12.0,2,Covered,1.41,Gujarat
Ahmedabad,1190.0,Resale,Semi-Furnished,2.0,0.0,3.0,3.0,4.0,0,Not Available,0.8,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,4.0,0.0,4.0,10.0,10.0,0,Not Available,3.7,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,2.0,2.0,2.0,7.0,0,Not Available,0.35,Gujarat
Ahmedabad,1310.0,Resale,Furnished,3.0,1.0,3.0,12.0,14.0,1,Covered,0.95,Gujarat
Ahmedabad,2800.0,Resale,Unfurnished,4.0,1.0,4.0,11.0,22.0,2,Covered,3.5,Gujarat
Ahmedabad,1323.0,Resale,Furnished,3.0,1.0,3.0,4.178516216431588,8.257887013939838,2,Covered,1.05,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,4.0,5.0,0,Not Available,0.512,Gujarat
Ahmedabad,2760.0,New Property,Unfurnished,5.0,1.0,4.0,2.0,7.0,3,Covered,3.35,Gujarat
Ahmedabad,630.0,Resale,Semi-Furnished,1.0,1.0,2.0,2.0,4.0,0,Not Available,0.38,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,2.0,3.0,0,Not Available,0.2,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,1.0,2.0,5.0,0,Not Available,0.19,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,1.0,3.0,0,Not Available,0.19,Gujarat
Ahmedabad,2700.0,Resale,Unfurnished,4.0,2.0,4.0,2.0,7.0,0,Not Available,2.5,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,2.0,5.0,0,Not Available,0.25,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,2.0,2.0,8.0,11.0,1,Open,0.44,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,2.0,0.0,2.0,4.0,6.0,0,Not Available,0.5,Gujarat
Ahmedabad,990.0,Resale,Semi-Furnished,2.0,2.0,2.0,1.0,7.0,1,Open,0.6,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,3.0,1.0,4.0,1.0,4.0,2,Covered,5.0,Gujarat
Ahmedabad,750.0,Resale,Semi-Furnished,2.0,0.0,2.0,4.0,7.0,1,Covered,0.51,Gujarat
Ahmedabad,810.0,Resale,Semi-Furnished,3.0,3.0,3.0,2.0,14.0,1,Covered,0.77,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,1.0,6.0,0,Not Available,0.19,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,1.0,3.0,5.0,14.0,1,Covered,0.73,Gujarat
Ahmedabad,1330.0,Resale,Furnished,2.0,2.0,2.0,8.0,10.0,1,Open,0.66,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,0.0,3.0,11.0,11.0,0,Not Available,2.0,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,3.0,0.0,3.0,11.0,11.0,0,Not Available,2.05,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,0.0,3.0,11.0,11.0,0,Not Available,2.5,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,0.0,4.0,6.0,10.0,0,Not Available,1.6,Gujarat
Ahmedabad,1470.0,New Property,Unfurnished,3.0,1.0,3.0,1.0,4.0,1,Covered,1.25,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,4.0,1.0,4.0,5.0,15.0,2,Covered,3.53,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,0.0,3.0,3.0,15.0,0,Not Available,1.1,Gujarat
Ahmedabad,1215.0,Resale,Unfurnished,2.0,2.0,2.0,2.0,5.0,0,Not Available,0.42,Gujarat
Ahmedabad,900.0,Resale,Furnished,2.0,1.0,2.0,6.0,10.0,1,Covered,0.54,Gujarat
Ahmedabad,3480.0,New Property,Unfurnished,5.0,2.0,5.0,1.0,7.0,3,Covered,4.68,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,3.0,1.0,3.0,1.0,14.0,1,Covered,1.29,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,1.0,3.0,8.0,14.0,1,Covered,1.28,Gujarat
Ahmedabad,3075.0,Resale,Semi-Furnished,6.0,1.0,5.0,12.0,13.0,3,Covered,4.25,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,1.0,3.0,1.0,14.0,2,Covered,0.81,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,1.0,2.0,4.0,5.0,0,Not Available,0.28,Gujarat
Ahmedabad,794.0,Resale,Semi-Furnished,2.0,0.0,1.0,5.0,7.0,0,Not Available,0.31,Gujarat
Ahmedabad,708.0,Resale,Unfurnished,2.0,1.0,2.0,10.0,12.0,1,Covered,0.54,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,0.0,3.0,10.0,14.0,0,Not Available,0.905,Gujarat
Ahmedabad,1008.0,Resale,Semi-Furnished,3.0,2.0,3.0,6.0,12.0,1,Covered,0.7,Gujarat
Ahmedabad,882.0,New Property,Unfurnished,3.0,4.0,3.0,6.0,14.0,1,Covered,0.589,Gujarat
Ahmedabad,675.0,New Property,Unfurnished,2.0,3.0,2.0,7.0,14.0,1,Covered,0.45,Gujarat
Ahmedabad,650.0,Resale,Furnished,2.0,1.0,2.0,5.0,12.0,1,Covered,0.54,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,2.0,0.0,2.0,3.0,4.0,0,Not Available,0.53,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,0.0,3.0,1.0,12.0,1,Open,0.58,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,1.0,2.0,7.0,7.0,1,Covered,0.7,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,6.0,7.0,0,Not Available,0.5,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,2.0,10.0,0,Not Available,0.475,Gujarat
Ahmedabad,81.0,Resale,Semi-Furnished,1.0,2.0,1.0,2.0,8.0,0,Not Available,0.18,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,3.0,0.0,3.0,4.0,7.0,0,Not Available,0.5489999999999999,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,0.0,3.0,6.0,7.0,0,Not Available,0.55,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,0.0,3.0,4.0,7.0,0,Not Available,0.58,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,0.0,3.0,4.0,7.0,0,Not Available,0.59,Gujarat
Ahmedabad,686.0,Resale,Semi-Furnished,2.0,1.0,2.0,3.0,7.0,0,Not Available,0.35,Gujarat
Ahmedabad,708.0,Resale,Unfurnished,2.0,1.0,2.0,4.0,12.0,1,Covered,0.53,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,0.0,3.0,0.0,3.0,0,Not Available,0.9,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,4.0,4.0,4.0,10.0,10.0,0,Not Available,1.8,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,2.0,0.0,2.0,7.0,15.0,0,Not Available,0.54,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,1.0,2.0,3.0,5.0,0,Not Available,0.4,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,2.0,3.0,4.0,4.0,1,Covered,1.55,Gujarat
Ahmedabad,819.0,Resale,Furnished,2.0,1.0,2.0,4.178516216431588,8.257887013939838,0,Not Available,0.38,Gujarat
Ahmedabad,2600.0,Resale,Unfurnished,4.0,2.0,4.0,8.0,14.0,0,Not Available,2.2,Gujarat
Ahmedabad,423.0,Resale,Semi-Furnished,4.0,2.0,3.0,2.0,2.0,0,Not Available,1.5,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,0.0,3.0,1.0,4.0,0,Not Available,0.935,Gujarat
Ahmedabad,2000.0,Resale,Furnished,3.0,1.0,3.0,2.0,5.0,1,Covered,1.4,Gujarat
Ahmedabad,1319.7980741426175,New Property,Furnished,3.0,0.0,3.0,1.0,14.0,0,Not Available,1.3,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,1.0,2.0,6.0,14.0,1,Covered,0.65,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,1.0,2.0,3.0,10.0,1,Covered,0.45,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,4.0,0.0,4.0,2.0,8.0,0,Not Available,2.5,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,0.0,3.0,4.0,7.0,0,Not Available,2.5,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,2.0,0.0,2.0,2.0,4.0,0,Not Available,0.53,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,1.0,2.0,5.0,14.0,1,Covered,0.57,Gujarat
Ahmedabad,967.0,New Property,Unfurnished,3.0,1.0,3.0,1.0,10.0,1,Covered,0.575,Gujarat
Ahmedabad,1202.0,Resale,Unfurnished,3.0,1.0,3.0,4.0,12.0,1,Covered,0.75,Gujarat
Ahmedabad,794.0,Resale,Semi-Furnished,2.0,0.0,1.0,5.0,7.0,0,Not Available,0.3,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,3.0,0.0,3.0,14.0,14.0,1,Covered,1.05,Gujarat
Ahmedabad,3900.0,Resale,Unfurnished,5.0,1.0,5.0,6.0,13.0,3,Covered,7.06,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,1.0,1.0,2.0,7.0,0,Not Available,0.335,Gujarat
Ahmedabad,645.0,Resale,Semi-Furnished,2.0,2.0,2.0,2.0,2.0,1,Covered,0.55,Gujarat
Ahmedabad,415.0,New Property,Unfurnished,1.0,1.0,1.0,11.0,14.0,0,Not Available,0.19,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,4.0,0.0,4.0,5.0,12.0,0,Not Available,2.5,Gujarat
Ahmedabad,1450.0,Resale,Unfurnished,3.0,2.0,3.0,3.0,3.0,2,Covered,0.57,Gujarat
Ahmedabad,720.0,Resale,Unfurnished,1.0,1.0,1.0,2.0,4.0,0,Not Available,0.25,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,3.0,1.0,3.0,13.0,14.0,1,Covered,1.23,Gujarat
Ahmedabad,1713.0,Resale,Semi-Furnished,4.0,4.0,4.0,9.0,10.0,2,Covered,1.9,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,1.0,2.0,12.0,14.0,0,Not Available,0.59,Gujarat
Ahmedabad,700.0,Resale,Unfurnished,2.0,2.0,2.0,4.0,7.0,0,Not Available,0.49,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,0.0,3.0,2.0,10.0,0,Not Available,1.02,Gujarat
Ahmedabad,832.0,New Property,Furnished,2.0,2.0,2.0,5.0,12.0,0,Not Available,0.7,Gujarat
Ahmedabad,2262.0,Resale,Semi-Furnished,2.0,1.0,4.0,1.0,13.0,1,Covered,3.8,Gujarat
Ahmedabad,936.0,Resale,Unfurnished,2.0,2.0,2.0,4.0,7.0,0,Not Available,0.35,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,1.0,3.0,8.0,13.0,1,Covered,0.68,Gujarat
Ahmedabad,624.0,New Property,Unfurnished,2.0,0.0,2.0,5.0,23.0,1,Covered,0.407,Gujarat
Ahmedabad,625.0,New Property,Unfurnished,2.0,0.0,2.0,8.0,23.0,0,Not Available,0.45,Gujarat
Ahmedabad,906.0,Resale,Unfurnished,2.0,2.0,2.0,4.0,12.0,1,Covered,0.49,Gujarat
Ahmedabad,1080.0,Resale,Unfurnished,2.0,1.0,2.0,1.0,5.0,0,Not Available,0.28,Gujarat
Ahmedabad,633.0,New Property,Unfurnished,2.0,0.0,2.0,5.0,23.0,1,Covered,0.42,Gujarat
Ahmedabad,449.0,New Property,Unfurnished,1.0,0.0,2.0,7.0,14.0,1,Covered,0.4,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,1.0,2.0,5.0,5.0,0,Not Available,0.42,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,1.0,3.0,0,Not Available,1.8,Gujarat
Ahmedabad,595.0,Resale,Furnished,1.0,1.0,1.0,2.0,3.0,0,Not Available,0.36,Gujarat
Ahmedabad,2099.0,New Property,Unfurnished,3.0,1.0,3.0,6.0,13.0,2,Covered,1.85,Gujarat
Ahmedabad,3150.0,Resale,Semi-Furnished,4.0,1.0,4.0,4.0,14.0,2,Covered,3.85,Gujarat
Ahmedabad,2150.0,Resale,Unfurnished,4.0,2.0,4.0,2.0,3.0,2,Covered,2.75,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,5.0,7.0,0,Not Available,0.27,Gujarat
Ahmedabad,1100.0,New Property,Furnished,2.0,2.0,2.0,4.0,5.0,0,Not Available,0.45,Gujarat
Ahmedabad,700.0,Resale,Furnished,2.0,1.0,2.0,3.0,9.0,1,Covered,0.66,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,3.0,2.0,3.0,7.0,14.0,0,Not Available,0.36,Gujarat
Ahmedabad,620.0,Resale,Furnished,2.0,2.0,2.0,4.0,5.0,0,Not Available,0.45,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,1.0,2.0,3.0,5.0,0,Not Available,0.29,Gujarat
Ahmedabad,800.0,Other,Furnished,2.0,0.0,1.0,7.0,15.0,0,Not Available,0.2,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,4.0,4.0,0,Not Available,0.41,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,3.0,1.0,3.0,4.0,12.0,1,Covered,0.62,Gujarat
Ahmedabad,1188.0,New Property,Unfurnished,3.0,2.0,3.0,4.0,7.0,2,Open,1.25,Gujarat
Ahmedabad,1316.0,Resale,Unfurnished,3.0,2.0,3.0,4.0,8.0,2,Covered,1.18,Gujarat
Ahmedabad,1056.0,Resale,Semi-Furnished,3.0,4.0,3.0,7.0,14.0,1,Covered,1.5,Gujarat
Ahmedabad,1050.0,Resale,Unfurnished,3.0,1.0,3.0,8.0,13.0,1,Covered,1.02,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,4.0,10.0,0,Not Available,0.5,Gujarat
Ahmedabad,819.0,New Property,Unfurnished,2.0,0.0,3.0,6.0,11.0,1,Covered,0.494,Gujarat
Ahmedabad,440.0,Resale,Furnished,1.0,2.0,1.0,0.0,4.0,0,Not Available,0.26,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,0.0,1.0,3.0,4.0,0,Not Available,0.25,Gujarat
Ahmedabad,1777.0,Resale,Unfurnished,4.0,1.0,4.0,17.0,17.0,2,Covered,2.1,Gujarat
Ahmedabad,699.0,Resale,Furnished,2.0,2.0,2.0,4.178516216431588,8.257887013939838,1,Open,0.44,Gujarat
Ahmedabad,670.0,Resale,Unfurnished,2.0,1.0,2.0,3.0,14.0,0,Not Available,0.733,Gujarat
Ahmedabad,95.0,Resale,Semi-Furnished,1.0,1.0,2.0,4.0,4.0,0,Not Available,0.4,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,1.0,2.0,7.0,7.0,0,Not Available,0.65,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,8.0,10.0,0,Not Available,0.62,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,2.0,3.0,2.0,12.0,1,Covered,1.35,Gujarat
Ahmedabad,1319.7980741426175,New Property,Furnished,2.0,1.0,2.0,9.0,9.0,0,Not Available,0.55,Gujarat
Ahmedabad,711.0,Resale,Unfurnished,2.0,1.0,2.0,5.0,13.0,0,Not Available,0.55,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,4.0,2.0,4.0,5.0,11.0,2,Covered,3.0,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,5.0,0.0,3.0,3.0,20.0,0,Not Available,1.4,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,2.0,2.0,2.0,3.0,4.0,0,Not Available,0.43,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,4.0,2.0,4.0,10.0,20.0,0,Not Available,4.7,Gujarat
Ahmedabad,879.0,Resale,Unfurnished,3.0,1.0,3.0,9.0,14.0,1,Covered,0.68,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,4.0,3.0,4.0,2.0,4.0,2,Covered,1.65,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,3.0,4.0,3.0,8.0,10.0,1,Open,0.85,Gujarat
Ahmedabad,1319.7980741426175,New Property,Furnished,2.0,1.0,2.0,3.0,5.0,1,Covered,0.42,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,2.0,2.0,4.0,5.0,0,Not Available,0.295,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,2.0,3.0,2.0,0.0,4.0,0,Not Available,0.65,Gujarat
Ahmedabad,450.0,Resale,Semi-Furnished,2.0,1.0,2.0,2.0,4.0,0,Not Available,0.2,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,2.0,3.0,0,Not Available,0.2,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,1.0,2.0,0.0,3.0,1,Covered,0.85,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,4.0,0.0,4.0,4.0,4.0,0,Not Available,1.61,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,0.0,3.0,9.0,10.0,0,Not Available,0.65,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,0.0,3.0,6.0,10.0,0,Not Available,0.667,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,0.0,3.0,7.0,14.0,0,Not Available,0.82,Gujarat
Ahmedabad,760.0,Resale,Semi-Furnished,2.0,2.0,2.0,9.0,14.0,2,Covered,0.58,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,4.0,1.0,4.0,2.0,5.0,1,Covered,2.15,Gujarat
Ahmedabad,1362.0,Resale,Furnished,3.0,1.0,3.0,7.0,7.0,2,Covered,2.65,Gujarat
Ahmedabad,104.0,Resale,Unfurnished,3.0,2.0,3.0,4.0,7.0,1,Covered,0.599,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,3.0,3.0,3.0,5.0,5.0,1,Covered,0.77,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,3.0,1.0,3.0,6.0,14.0,2,Covered,0.701,Gujarat
Ahmedabad,1250.0,New Property,Unfurnished,3.0,1.0,3.0,6.0,14.0,1,Covered,1.12,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,2.0,0.0,2.0,2.0,4.0,0,Not Available,0.52,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,3.0,0.0,4.0,2.0,14.0,0,Not Available,1.2,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,2.0,0.0,2.0,5.0,12.0,0,Not Available,0.58,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,1.0,8.0,0,Not Available,0.65,Gujarat
Ahmedabad,1440.0,Resale,Furnished,2.0,2.0,2.0,1.0,10.0,1,Covered,0.55,Gujarat
Ahmedabad,1494.0,New Property,Unfurnished,3.0,1.0,3.0,1.0,1.0,1,Covered,1.8,Gujarat
Ahmedabad,739.0,Resale,Semi-Furnished,2.0,1.0,2.0,9.0,13.0,1,Covered,0.54,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,2.0,1.0,2.0,8.0,14.0,1,Covered,0.579,Gujarat
Ahmedabad,1150.0,Resale,Unfurnished,3.0,1.0,3.0,12.0,12.0,2,Covered,1.11,Gujarat
Ahmedabad,825.0,Resale,Unfurnished,2.0,1.0,2.0,1.0,5.0,0,Not Available,0.4,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,3.0,1.0,3.0,8.0,13.0,1,Covered,0.657,Gujarat
Ahmedabad,2256.0,New Property,Unfurnished,4.0,2.0,4.0,2.0,7.0,1,Covered,3.5,Gujarat
Ahmedabad,680.0,Resale,Unfurnished,2.0,2.0,2.0,5.0,13.0,1,Covered,0.55,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,2.0,2.0,2.0,14.0,0,Not Available,0.42,Gujarat
Ahmedabad,1204.0,Resale,Furnished,3.0,1.0,3.0,3.0,12.0,1,Covered,0.85,Gujarat
Ahmedabad,2206.0,New Property,Unfurnished,4.0,0.0,4.0,1.0,11.0,3,Covered,2.75,Gujarat
Ahmedabad,2400.0,Resale,Unfurnished,4.0,1.0,4.0,14.0,14.0,3,Covered,2.68,Gujarat
Ahmedabad,750.0,Resale,Furnished,2.0,1.0,2.0,3.0,5.0,0,Not Available,0.37,Gujarat
Ahmedabad,1296.0,Resale,Semi-Furnished,2.0,3.0,2.0,1.0,5.0,0,Not Available,0.55,Gujarat
Ahmedabad,777.0,Resale,Furnished,2.0,1.0,2.0,5.0,13.0,1,Covered,0.65,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,4.0,1.0,4.0,10.0,22.0,0,Not Available,2.8,Gujarat
Ahmedabad,646.0,Resale,Semi-Furnished,1.0,1.0,1.0,0.0,1.0,1,Covered,0.222,Gujarat
Ahmedabad,810.0,Resale,Unfurnished,2.0,1.0,2.0,7.0,14.0,1,Covered,0.55,Gujarat
Ahmedabad,1800.0,Resale,Semi-Furnished,4.0,2.0,4.0,5.0,11.0,2,Covered,2.0,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,2.0,1.0,2.0,3.0,7.0,0,Not Available,0.46,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,1.0,5.0,0,Not Available,0.51,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,1.0,4.0,0,Not Available,0.23,Gujarat
Ahmedabad,721.0,Resale,Unfurnished,2.0,0.0,3.0,11.0,12.0,1,Covered,0.655,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,5.0,12.0,0,Not Available,0.61,Gujarat
Ahmedabad,1319.7980741426175,New Property,Unfurnished,2.0,0.0,2.0,3.0,12.0,0,Not Available,0.479,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,1.0,5.0,0,Not Available,0.285,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,3.0,9.0,0,Not Available,0.55,Gujarat
Ahmedabad,1575.0,Resale,Furnished,4.0,1.0,4.0,5.0,5.0,1,Covered,1.75,Gujarat
Ahmedabad,2300.0,Resale,Unfurnished,4.0,2.0,4.0,11.0,13.0,0,Not Available,2.51,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,3.0,3.0,3.0,14.0,2,Covered,2.95,Gujarat
Ahmedabad,607.0,Resale,Unfurnished,2.0,1.0,2.0,7.0,14.0,0,Not Available,0.36,Gujarat
Ahmedabad,1200.0,Resale,Semi-Furnished,2.0,2.0,2.0,1.0,4.0,0,Not Available,0.51,Gujarat
Ahmedabad,891.0,Resale,Furnished,3.0,1.0,3.0,6.0,11.0,1,Covered,0.7,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,1.0,3.0,0,Not Available,0.68,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,4.0,3.0,5.0,13.0,0,Not Available,1.8,Gujarat
Ahmedabad,887.0,Resale,Semi-Furnished,3.0,0.0,3.0,5.0,13.0,0,Not Available,0.78,Gujarat
Ahmedabad,917.0,New Property,Unfurnished,3.0,1.0,3.0,4.0,14.0,1,Covered,0.645,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,0.0,3.0,7.0,10.0,0,Not Available,0.65,Gujarat
Ahmedabad,1970.0,Resale,Semi-Furnished,4.0,1.0,4.0,4.0,7.0,2,Covered,2.4,Gujarat
Ahmedabad,770.0,New Property,Semi-Furnished,2.0,2.0,2.0,5.0,12.0,0,Not Available,0.49,Gujarat
Ahmedabad,1319.7980741426175,New Property,Furnished,2.0,1.0,3.0,5.0,13.0,1,Covered,1.37,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,2.0,4.0,1.0,7.0,7.0,1,Covered,0.19,Gujarat
Ahmedabad,815.0,New Property,Unfurnished,2.0,1.0,2.0,1.0,14.0,1,Covered,0.626,Gujarat
Ahmedabad,1980.0,New Property,Unfurnished,4.0,1.0,4.0,4.0,9.0,2,Covered,2.52,Gujarat
Ahmedabad,1610.0,Resale,Furnished,3.0,1.0,3.0,2.0,12.0,2,Covered,2.5,Gujarat
Ahmedabad,1455.0,New Property,Unfurnished,4.0,3.0,4.0,15.0,20.0,2,Covered,1.6,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,3.0,5.0,0,Not Available,0.85,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,7.0,10.0,0,Not Available,0.62,Gujarat
Ahmedabad,1319.7980741426175,Resale,Semi-Furnished,2.0,2.0,2.0,7.0,7.0,0,Not Available,0.53,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,2.0,3.0,2.0,5.0,5.0,0,Not Available,0.47,Gujarat
Ahmedabad,850.0,Resale,Furnished,2.0,1.0,2.0,9.0,10.0,1,Covered,0.6,Gujarat
Ahmedabad,1319.7980741426175,Resale,Unfurnished,3.0,0.0,3.0,5.0,10.0,0,Not Available,1.3,Gujarat
Ahmedabad,1319.7980741426175,New Property,Furnished,1.0,0.0,2.0,4.0,7.0,0,Not Available,0.15,Gujarat
Ahmedabad,1319.7980741426175,Resale,Furnished,3.0,0.0,3.0,3.0,6.0,0,Not Available,1.3,Gujarat
