Location,Carpet Area,Transaction,Furnishing,Bathroom,Balcony,BHK,FlatFloor,TotalFloors,ParkingNumbers,Parking Type,SalePrice(in Crores),state
Pune,1380.0,Resale,Semi-Furnished,3.0,2.0,3.0,2.0,5.0,0,Not Available,1.3,Maharashtra
Pune,750.0,Resale,Unfurnished,2.0,1.0,2.0,4.0,15.0,1,Covered,0.87,Maharashtra
Pune,1900.0,Resale,Unfurnished,4.0,1.0,4.0,3.0,25.0,0,Not Available,1.7,Maharashtra
Pune,710.0,New Property,Furnished,2.0,1.0,2.0,1.0,9.0,0,Not Available,0.435,Maharashtra
Pune,1450.0,Resale,Unfurnished,3.0,2.0,3.0,3.0,15.0,0,Not Available,2.0,Maharashtra
Pune,471.0,New Property,Unfurnished,2.0,1.0,2.0,4.0,11.0,1,Covered,0.54,Maharashtra
Pune,400.0,Resale,Unfurnished,2.0,0.0,1.0,1.0,4.0,0,Not Available,0.25,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,1.0,6.0,0,Not Available,0.24,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,4.0,7.0,0,Not Available,0.22,Maharashtra
Pune,839.0,Resale,Furnished,2.0,2.0,2.0,20.0,24.0,1,Covered,0.795,Maharashtra
Pune,2200.0,Resale,Semi-Furnished,4.0,2.0,4.0,8.0,11.0,3,Covered,2.3,Maharashtra
Pune,1319.7980741426175,New Property,Unfurnished,1.0,0.0,1.0,4.0,11.0,0,Not Available,0.412,Maharashtra
Pune,1319.7980741426175,New Property,Unfurnished,2.0,0.0,2.0,2.0,7.0,0,Not Available,0.64,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,3.0,7.0,0,Not Available,0.68,Maharashtra
Pune,1065.0,Resale,Semi-Furnished,3.0,3.0,3.0,8.0,13.0,1,Covered,1.35,Maharashtra
Pune,651.0,Resale,Unfurnished,2.0,1.0,2.0,7.0,7.0,0,Not Available,0.4,Maharashtra
Pune,425.0,Resale,Unfurnished,1.0,1.0,1.0,2.0,12.0,0,Not Available,0.36,Maharashtra
Pune,686.0,Resale,Unfurnished,2.0,1.0,2.0,12.0,14.0,1,Open,0.55,Maharashtra
Pune,550.0,Resale,Unfurnished,1.0,1.0,1.0,2.0,7.0,0,Not Available,0.385,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,3.0,1.0,3.0,3.0,15.0,1,Covered,1.65,Maharashtra
Pune,840.0,Resale,Unfurnished,2.0,2.0,2.0,5.0,12.0,1,Covered,0.57,Maharashtra
Pune,620.0,Resale,Unfurnished,2.0,2.0,2.0,11.0,12.0,0,Not Available,0.485,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,8.0,9.0,0,Not Available,0.33,Maharashtra
Pune,1350.0,Resale,Furnished,3.0,2.0,3.0,12.0,20.0,0,Not Available,2.75,Maharashtra
Pune,2200.0,Resale,Unfurnished,4.0,2.0,3.0,11.0,31.0,2,Covered,3.1,Maharashtra
Pune,1050.0,Resale,Semi-Furnished,3.0,3.0,3.0,4.0,6.0,1,Covered,0.82,Maharashtra
Pune,504.0,Resale,Semi-Furnished,1.0,1.0,1.0,5.0,6.0,0,Not Available,0.38,Maharashtra
Pune,1350.0,Unknown,Unfurnished,3.0,0.0,3.0,3.0,21.0,0,Not Available,1.38,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,6.0,8.0,0,Not Available,1.2,Maharashtra
Pune,1350.0,Resale,Unfurnished,3.0,2.0,3.0,12.0,21.0,0,Not Available,2.2,Maharashtra
Pune,452.0,Resale,Unfurnished,1.0,1.0,1.0,2.0,4.0,0,Not Available,0.278,Maharashtra
Pune,2200.0,Resale,Semi-Furnished,4.0,2.0,4.0,8.0,11.0,2,Covered,2.3,Maharashtra
Pune,1560.0,Resale,Semi-Furnished,4.0,1.0,3.0,2.0,3.0,1,Covered,2.75,Maharashtra
Pune,827.0,Resale,Unfurnished,2.0,2.0,2.0,9.0,12.0,1,Covered,0.66,Maharashtra
Pune,477.0,Resale,Unfurnished,2.0,2.0,1.0,7.0,12.0,1,Open,0.425,Maharashtra
Pune,960.0,Resale,Semi-Furnished,2.0,1.0,2.0,3.0,12.0,1,Covered,0.77,Maharashtra
Pune,3400.0,Resale,Furnished,5.0,3.0,4.0,4.0,8.0,2,Covered,5.15,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,1.0,2.0,3.0,3.0,1,Covered,0.251,Maharashtra
Pune,3034.0,Resale,Unfurnished,5.0,2.0,4.0,17.0,20.0,2,Covered,4.3,Maharashtra
Pune,450.0,Resale,Unfurnished,1.0,0.0,1.0,4.0,4.0,0,Not Available,0.125,Maharashtra
Pune,800.0,Resale,Semi-Furnished,2.0,2.0,2.0,12.0,22.0,1,Covered,0.5579999999999999,Maharashtra
Pune,1180.0,Resale,Unfurnished,3.0,2.0,3.0,11.0,11.0,1,Covered,1.62,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,5.0,5.0,0,Not Available,0.17,Maharashtra
Pune,1319.7980741426175,New Property,Unfurnished,2.0,0.0,2.0,1.0,5.0,0,Not Available,0.75,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,1.0,0.0,1.0,1.0,5.0,0,Not Available,0.75,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,4.0,7.0,0,Not Available,0.67,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,5.0,10.0,0,Not Available,0.68,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,5.0,9.0,0,Not Available,0.7,Maharashtra
Pune,1050.0,Resale,Semi-Furnished,2.0,2.0,3.0,16.0,21.0,1,Covered,0.9,Maharashtra
Pune,1014.0,Resale,Unfurnished,2.0,1.0,2.0,5.0,12.0,1,Covered,0.88,Maharashtra
Pune,700.0,Resale,Furnished,2.0,3.0,2.0,7.0,12.0,0,Not Available,0.57,Maharashtra
Pune,500.0,Resale,Unfurnished,2.0,2.0,1.0,4.0,4.0,0,Not Available,0.3,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,3.0,2.0,3.0,2.0,6.0,0,Not Available,1.0,Maharashtra
Pune,2800.0,Resale,Furnished,3.0,3.0,4.0,8.0,8.0,0,Not Available,2.1,Maharashtra
Pune,979.0,New Property,Unfurnished,3.0,2.0,3.0,7.0,14.0,1,Covered,0.77,Maharashtra
Pune,790.0,Resale,Unfurnished,2.0,1.0,2.0,7.0,10.0,1,Covered,1.15,Maharashtra
Pune,500.0,Resale,Unfurnished,2.0,2.0,1.0,7.0,11.0,0,Not Available,0.38,Maharashtra
Pune,750.0,Resale,Semi-Furnished,2.0,2.0,2.0,2.0,4.0,0,Not Available,0.35,Maharashtra
Pune,867.0,New Property,Unfurnished,2.0,2.0,2.0,4.0,21.0,0,Not Available,1.07,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,3.0,5.0,0,Not Available,0.42,Maharashtra
Pune,757.0,New Property,Unfurnished,2.0,1.0,2.0,7.0,11.0,1,Covered,0.902,Maharashtra
Pune,850.0,New Property,Unfurnished,2.0,2.0,2.0,2.0,7.0,0,Not Available,0.92,Maharashtra
Pune,1125.0,Resale,Unfurnished,2.0,2.0,2.0,9.0,12.0,2,Covered,1.8,Maharashtra
Pune,470.0,Resale,Unfurnished,1.0,1.0,1.0,4.0,12.0,0,Not Available,0.33,Maharashtra
Pune,2500.0,Resale,Unfurnished,4.0,3.0,4.0,2.0,12.0,0,Not Available,3.1,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,3.0,2.0,3.0,3.0,6.0,0,Not Available,1.0,Maharashtra
Pune,510.0,Resale,Unfurnished,2.0,0.0,2.0,3.0,4.0,0,Not Available,0.22,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,2.0,6.0,1,Open,0.75,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,1.0,4.0,1,Covered,0.3,Maharashtra
Pune,1330.0,Resale,Unfurnished,3.0,2.0,3.0,10.0,30.0,0,Not Available,1.5,Maharashtra
Pune,1100.0,Resale,Unfurnished,3.0,1.0,3.0,12.0,29.0,0,Not Available,1.12,Maharashtra
Pune,920.0,New Property,Semi-Furnished,2.0,2.0,2.0,10.0,12.0,0,Not Available,1.15,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,5.0,2.0,5.0,1.0,7.0,2,Covered,3.0,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,1.0,9.0,0,Not Available,0.2,Maharashtra
Pune,450.0,Resale,Unfurnished,1.0,1.0,1.0,4.0,11.0,0,Not Available,0.3,Maharashtra
Pune,757.0,New Property,Unfurnished,2.0,2.0,2.0,8.0,14.0,1,Covered,0.42,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,2.0,11.0,0,Not Available,0.46,Maharashtra
Pune,734.0,Resale,Unfurnished,2.0,1.0,2.0,3.0,10.0,1,Covered,0.7,Maharashtra
Pune,1700.0,Resale,Semi-Furnished,3.0,3.0,3.0,0.0,11.0,1,Covered,1.65,Maharashtra
Pune,950.0,Resale,Unfurnished,2.0,2.0,2.0,4.0,6.0,1,Open,0.52,Maharashtra
Pune,750.0,Resale,Semi-Furnished,2.0,2.0,2.0,9.0,11.0,1,Covered,0.65,Maharashtra
Pune,1150.0,Resale,Semi-Furnished,3.0,1.0,3.0,7.0,7.0,0,Not Available,1.55,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,3.0,1.0,3.0,1.0,6.0,1,Covered,1.2,Maharashtra
Pune,525.0,Resale,Unfurnished,2.0,1.0,1.0,5.0,12.0,1,Covered,0.39,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,3.0,3.0,3.0,4.0,10.0,1,Open,0.9,Maharashtra
Pune,609.0,Resale,Furnished,1.0,0.0,2.0,2.0,3.0,0,Not Available,0.42,Maharashtra
Pune,777.0,New Property,Unfurnished,2.0,2.0,2.0,-2.0,23.0,1,Covered,0.7979999999999999,Maharashtra
Pune,550.0,Resale,Unfurnished,1.0,0.0,1.0,0.0,6.0,0,Not Available,0.26,Maharashtra
Pune,660.0,Resale,Semi-Furnished,2.0,1.0,2.0,8.0,11.0,0,Not Available,0.68,Maharashtra
Pune,1319.7980741426175,New Property,Unfurnished,2.0,1.0,2.0,3.0,12.0,0,Not Available,0.36,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,2.0,2.0,2.0,5.0,1,Covered,0.9,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,2.0,2.0,5.0,15.0,0,Not Available,0.5,Maharashtra
Pune,1320.0,Resale,Semi-Furnished,3.0,1.0,3.0,11.0,12.0,1,Covered,1.15,Maharashtra
Pune,475.0,Resale,Unfurnished,1.0,1.0,1.0,5.0,14.0,1,Covered,0.32,Maharashtra
Pune,850.0,Resale,Semi-Furnished,2.0,2.0,2.0,3.0,5.0,0,Not Available,0.76,Maharashtra
Pune,950.0,Resale,Furnished,2.0,2.0,2.0,5.0,7.0,1,Covered,1.65,Maharashtra
Pune,1050.0,New Property,Unfurnished,3.0,3.0,3.0,10.0,16.0,3,Covered,0.84,Maharashtra
Pune,1100.0,Resale,Semi-Furnished,3.0,2.0,3.0,4.0,10.0,1,Covered,1.6,Maharashtra
Pune,410.0,Resale,Unfurnished,1.0,1.0,1.0,2.0,4.0,1,Open,0.27,Maharashtra
Pune,866.0,Resale,Unfurnished,2.0,3.0,2.0,12.0,22.0,0,Not Available,0.86,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,3.0,9.0,0,Not Available,0.44,Maharashtra
Pune,600.0,New Property,Unfurnished,1.0,1.0,1.0,5.0,10.0,0,Not Available,0.36,Maharashtra
Pune,550.0,Resale,Unfurnished,1.0,1.0,1.0,2.0,17.0,1,Covered,0.45,Maharashtra
Pune,800.0,Resale,Unfurnished,2.0,2.0,2.0,7.0,12.0,1,Covered,0.495,Maharashtra
Pune,823.0,New Property,Unfurnished,2.0,2.0,2.0,5.0,12.0,1,Covered,0.58,Maharashtra
Pune,1380.0,Resale,Unfurnished,3.0,1.0,3.0,5.0,14.0,0,Not Available,1.4,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,1.0,1.0,1.0,5.0,7.0,0,Not Available,0.46,Maharashtra
Pune,900.0,Resale,Semi-Furnished,2.0,1.0,2.0,3.0,9.0,1,Covered,0.85,Maharashtra
Pune,480.0,Resale,Unfurnished,2.0,1.0,1.0,6.0,8.0,1,Open,0.41,Maharashtra
Pune,401.0,New Property,Unfurnished,1.0,1.0,1.0,11.0,11.0,1,Covered,0.33,Maharashtra
Pune,4467.0,New Property,Unfurnished,6.0,3.0,5.0,15.0,18.0,4,Covered,10.5,Maharashtra
Pune,2400.0,Resale,Unfurnished,3.0,1.0,3.0,10.0,10.0,1,Covered,3.5,Maharashtra
Pune,1406.0,Resale,Semi-Furnished,2.0,2.0,3.0,21.0,21.0,0,Not Available,0.8,Maharashtra
Pune,474.0,Resale,Unfurnished,2.0,1.0,2.0,5.0,12.0,0,Not Available,0.32,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,3.0,4.0,4.0,0,Not Available,0.6,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,2.0,2.0,6.0,11.0,1,Covered,0.7,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,5.0,7.0,0,Not Available,0.205,Maharashtra
Pune,1350.0,Resale,Semi-Furnished,3.0,2.0,3.0,9.0,17.0,2,Covered,1.65,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,1.0,0.0,1.0,7.0,7.0,0,Not Available,0.4,Maharashtra
Pune,1100.0,Resale,Unfurnished,3.0,1.0,3.0,6.0,15.0,1,Covered,1.4,Maharashtra
Pune,1100.0,Resale,Furnished,3.0,2.0,3.0,2.0,12.0,0,Not Available,1.35,Maharashtra
Pune,1050.0,Resale,Unfurnished,3.0,2.0,3.0,2.0,8.0,0,Not Available,1.5,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,2.0,4.0,0,Not Available,0.32,Maharashtra
Pune,1300.0,Resale,Furnished,3.0,2.0,3.0,5.0,7.0,1,Covered,1.5,Maharashtra
Pune,1319.7980741426175,New Property,Unfurnished,2.0,2.0,2.0,9.0,11.0,1,Covered,0.4,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,1.0,1.0,4.0,5.0,1,Open,0.4,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,14.0,14.0,0,Not Available,0.44,Maharashtra
Pune,490.0,Resale,Semi-Furnished,1.0,1.0,1.0,1.0,5.0,0,Not Available,0.32,Maharashtra
Pune,610.0,Resale,Semi-Furnished,1.0,1.0,2.0,9.0,12.0,1,Covered,0.67,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,1.0,2.0,1.0,2.0,4.0,0,Not Available,0.26,Maharashtra
Pune,730.0,Resale,Unfurnished,2.0,2.0,2.0,11.0,25.0,0,Not Available,0.72,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,2.0,2.0,9.0,16.0,0,Not Available,0.8,Maharashtra
Pune,1026.0,Resale,Furnished,3.0,1.0,3.0,14.0,18.0,1,Covered,1.4,Maharashtra
Pune,1450.0,Resale,Furnished,3.0,4.0,4.0,9.0,12.0,2,Covered,2.15,Maharashtra
Pune,500.0,Resale,Unfurnished,2.0,1.0,2.0,4.0,11.0,1,Covered,0.39,Maharashtra
Pune,660.0,New Property,Unfurnished,2.0,2.0,2.0,9.0,11.0,1,Covered,0.53,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,1.0,2.0,2.0,3.0,0,Not Available,0.65,Maharashtra
Pune,800.0,Resale,Unfurnished,2.0,1.0,2.0,7.0,11.0,1,Covered,0.48,Maharashtra
Pune,700.0,Resale,Semi-Furnished,2.0,1.0,2.0,10.0,11.0,1,Covered,0.92,Maharashtra
Pune,780.0,New Property,Unfurnished,2.0,2.0,2.0,4.0,10.0,0,Not Available,0.82,Maharashtra
Pune,1319.7980741426175,New Property,Furnished,3.0,3.0,4.0,7.0,7.0,0,Not Available,2.5,Maharashtra
Pune,1900.0,New Property,Unfurnished,4.0,2.0,4.0,7.0,30.0,0,Not Available,2.75,Maharashtra
Pune,700.0,Resale,Unfurnished,2.0,2.0,2.0,7.0,11.0,0,Not Available,0.65,Maharashtra
Pune,960.0,Resale,Unfurnished,2.0,2.0,2.0,11.0,12.0,2,Covered,1.35,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,5.0,7.0,0,Not Available,0.4,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,1.0,8.0,0,Not Available,0.4,Maharashtra
Pune,788.0,Resale,Unfurnished,2.0,2.0,2.0,4.0,11.0,1,Covered,0.595,Maharashtra
Pune,518.0,Resale,Semi-Furnished,2.0,1.0,1.0,4.0,8.0,0,Not Available,0.42,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,2.0,1.0,2.0,3.0,4.0,0,Not Available,0.45,Maharashtra
Pune,610.0,Resale,Unfurnished,1.0,1.0,1.0,3.0,5.0,0,Not Available,0.65,Maharashtra
Pune,550.0,Resale,Semi-Furnished,2.0,2.0,1.0,6.0,11.0,1,Covered,0.43,Maharashtra
Pune,581.0,New Property,Unfurnished,2.0,2.0,2.0,8.0,12.0,1,Covered,0.364,Maharashtra
Pune,850.0,Resale,Unfurnished,2.0,2.0,2.0,0.0,11.0,1,Open,0.65,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,2.0,2.0,2.0,11.0,205,Open,0.6,Maharashtra
Pune,4700.0,New Property,Semi-Furnished,6.0,2.0,5.0,10.0,18.0,4,Covered,7.65,Maharashtra
Pune,770.0,Resale,Semi-Furnished,2.0,1.0,2.0,10.0,10.0,1,Covered,0.65,Maharashtra
Pune,2113.0,New Property,Unfurnished,5.0,2.0,4.0,7.0,12.0,2,Covered,2.78,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,2.0,4.0,0,Not Available,0.5,Maharashtra
Pune,930.0,Resale,Unfurnished,2.0,1.0,3.0,4.0,7.0,0,Not Available,1.1,Maharashtra
Pune,964.0,Resale,Unfurnished,2.0,2.0,2.0,7.0,12.0,0,Not Available,0.9,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,3.0,1.0,3.0,6.0,12.0,2,Covered,2.6,Maharashtra
Pune,670.0,New Property,Unfurnished,2.0,2.0,2.0,3.0,4.0,0,Not Available,0.65,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,3.0,3.0,5.0,5.0,0,Not Available,0.9,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,3.0,2.0,4.0,0,Not Available,1.0,Maharashtra
Pune,1000.0,Resale,Furnished,2.0,1.0,3.0,12.0,12.0,1,Covered,1.2,Maharashtra
Pune,790.0,Resale,Semi-Furnished,2.0,1.0,2.0,20.0,32.0,1,Covered,0.94,Maharashtra
Pune,700.0,Resale,Unfurnished,2.0,2.0,2.0,10.0,22.0,1,Covered,0.8,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,3.0,13.0,0,Not Available,0.65,Maharashtra
Pune,785.0,Resale,Semi-Furnished,2.0,2.0,2.0,5.0,13.0,0,Not Available,0.635,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,2.0,0.0,2.0,4.0,6.0,1,Covered,0.67,Maharashtra
Pune,1250.0,Resale,Semi-Furnished,3.0,2.0,3.0,3.0,7.0,0,Not Available,2.3,Maharashtra
Pune,750.0,Resale,Semi-Furnished,2.0,2.0,2.0,7.0,12.0,0,Not Available,0.57,Maharashtra
Pune,451.0,Resale,Unfurnished,1.0,1.0,1.0,1.0,3.0,0,Not Available,0.356,Maharashtra
Pune,2162.0,New Property,Unfurnished,5.0,2.0,4.0,9.0,12.0,2,Covered,2.84,Maharashtra
Pune,1224.0,Resale,Unfurnished,3.0,2.0,3.0,3.0,12.0,0,Not Available,1.25,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,5.0,7.0,0,Not Available,0.27,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,3.0,6.0,0,Not Available,0.29,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,5.0,7.0,0,Not Available,0.365,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,2.0,0.0,3.0,10.0,11.0,0,Not Available,0.78,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,5.0,4.0,4.0,8.0,12.0,3,Covered,5.25,Maharashtra
Pune,750.0,Resale,Furnished,2.0,2.0,2.0,4.0,11.0,1,Covered,0.46,Maharashtra
Pune,860.0,Resale,Semi-Furnished,2.0,2.0,2.0,10.0,12.0,0,Not Available,0.78,Maharashtra
Pune,1500.0,Resale,Furnished,3.0,1.0,3.0,5.0,5.0,1,Covered,1.65,Maharashtra
Pune,1250.0,Resale,Semi-Furnished,3.0,3.0,3.0,4.0,11.0,0,Not Available,1.1,Maharashtra
Pune,1319.7980741426175,Resale,Unknown,1.0,0.0,1.0,0.0,5.0,0,Not Available,0.14,Maharashtra
Pune,1319.7980741426175,Resale,Unknown,1.0,0.0,1.0,3.0,6.0,0,Not Available,0.19,Maharashtra
Pune,550.0,Resale,Semi-Furnished,1.0,1.0,1.0,2.0,4.0,0,Not Available,0.4,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,1.0,1.0,2.0,3.0,0,Not Available,0.14,Maharashtra
Pune,872.0,Resale,Semi-Furnished,2.0,1.0,2.0,2.0,11.0,1,Covered,0.64,Maharashtra
Pune,432.0,New Property,Unfurnished,1.0,1.0,1.0,6.0,11.0,1,Covered,0.257,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,7.0,8.0,0,Not Available,0.3,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,2.0,0.0,2.0,5.0,14.0,1,Covered,0.6,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,3.0,2.0,3.0,5.0,21.0,2,Covered,2.5,Maharashtra
Pune,1200.0,Resale,Unfurnished,3.0,2.0,3.0,7.0,7.0,1,Covered,1.1,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,4.0,6.0,0,Not Available,1.0,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,10.0,13.0,0,Not Available,0.75,Maharashtra
Pune,1932.0,New Property,Unfurnished,3.0,1.0,3.0,8.0,15.0,2,Covered,2.54,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,2.0,1.0,2.0,3.0,4.0,1,Covered,0.5,Maharashtra
Pune,500.0,Resale,Semi-Furnished,1.0,1.0,1.0,3.0,4.0,0,Not Available,0.75,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,1.0,0.0,2.0,5.0,6.0,0,Not Available,0.53,Maharashtra
Pune,680.0,Resale,Unfurnished,2.0,2.0,2.0,1.0,5.0,0,Not Available,0.48,Maharashtra
Pune,790.0,New Property,Unfurnished,2.0,4.0,2.0,3.0,7.0,1,Covered,1.18,Maharashtra
Pune,1050.0,Resale,Semi-Furnished,3.0,2.0,3.0,6.0,12.0,0,Not Available,1.0,Maharashtra
Pune,814.0,New Property,Unfurnished,2.0,3.0,2.0,5.0,12.0,1,Covered,0.69,Maharashtra
Pune,495.0,Resale,Unfurnished,1.0,1.0,1.0,9.0,12.0,0,Not Available,0.31,Maharashtra
Pune,716.0,Resale,Semi-Furnished,2.0,1.0,2.0,5.0,6.0,1,Covered,0.44,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,6.0,9.0,0,Not Available,0.59,Maharashtra
Pune,836.0,Resale,Semi-Furnished,2.0,2.0,2.0,8.0,20.0,1,Covered,0.88,Maharashtra
Pune,680.0,New Property,Unfurnished,2.0,2.0,2.0,11.0,13.0,1,Open,0.54,Maharashtra
Pune,855.0,Resale,Unfurnished,2.0,2.0,2.0,6.0,12.0,1,Covered,0.85,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,4.0,8.0,0,Not Available,0.33,Maharashtra
Pune,1236.0,New Property,Unfurnished,4.0,3.0,3.0,21.0,32.0,1,Covered,1.6,Maharashtra
Pune,890.0,Resale,Furnished,2.0,1.0,2.0,5.0,13.0,1,Covered,0.95,Maharashtra
Pune,600.0,Resale,Unfurnished,2.0,1.0,2.0,4.0,12.0,1,Covered,0.4,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,2.0,13.0,0,Not Available,0.72,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,12.0,13.0,0,Not Available,0.54,Maharashtra
Pune,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,3.0,5.0,0,Not Available,0.35,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,3.0,0.0,2.0,2.0,4.0,0,Not Available,0.55,Maharashtra
Pune,640.0,Resale,Unfurnished,1.0,1.0,1.0,3.0,4.0,0,Not Available,0.45,Maharashtra
Pune,2162.0,New Property,Unfurnished,4.0,4.0,4.0,14.0,24.0,2,Covered,2.62,Maharashtra
Pune,800.0,Resale,Semi-Furnished,2.0,1.0,3.0,6.0,11.0,1,Covered,0.9,Maharashtra
Pune,850.0,Resale,Semi-Furnished,1.0,1.0,2.0,1.0,5.0,0,Not Available,0.41,Maharashtra
Pune,480.0,Resale,Unfurnished,1.0,1.0,1.0,10.0,14.0,1,Covered,0.35,Maharashtra
Pune,798.0,Resale,Semi-Furnished,3.0,2.0,3.0,1.0,10.0,0,Not Available,0.7,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,1.0,1.0,1.0,1.0,3.0,0,Not Available,0.22,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,10.0,10.0,0,Not Available,0.3,Maharashtra
Pune,450.0,New Property,Unfurnished,1.0,1.0,1.0,6.0,15.0,1,Covered,0.35,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,1.0,13.0,0,Not Available,0.65,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,4.0,11.0,0,Not Available,0.28,Maharashtra
Pune,1319.7980741426175,Resale,Furnished,3.0,0.0,3.0,3.0,5.0,0,Not Available,1.2,Maharashtra
Pune,550.0,Resale,Semi-Furnished,1.0,1.0,1.0,0.0,4.0,1,Covered,0.62,Maharashtra
Pune,1050.0,Resale,Unfurnished,2.0,2.0,2.0,3.0,12.0,1,Covered,1.2,Maharashtra
Pune,1319.7980741426175,Resale,Semi-Furnished,2.0,1.0,2.0,3.0,11.0,1,Covered,0.52,Maharashtra
Pune,950.0,Resale,Furnished,2.0,2.0,2.0,12.0,12.0,1,Covered,1.08,Maharashtra
Pune,3712.0,Resale,Furnished,5.0,1.0,4.0,8.0,12.0,4,Covered,5.5,Maharashtra
Pune,400.0,Resale,Unfurnished,1.0,1.0,1.0,4.0,12.0,1,Covered,0.22,Maharashtra
